CompanyID,PersonsID,founded_date
1,16,"February_4, 2004"
1,15,"February_4, 2004"
1,17,"February_4, 2004"
1,14,"February_4, 2004"
1,4,"February_4, 2004"
2,19,
2,20,
3,21,
3,22,
3,23,
3,24,
3,25,
4,1,
4,26,
4,27,
6,5,
6,13,
6,28,
8,10,"June_23, 2005"
8,12,"June_23, 2005"
8,11,"June_23, 2005"
9,31,
9,32,
10,9,
10,33,
10,8,
10,6,
12,36,July_2012
12,37,July_2012
12,38,July_2012
12,39,July_2012
13,41,
13,42,
14,43,
14,48,
14,44,
14,45,
14,46,
14,47,
15,5,
15,13,
