CompanyID,ProductID
1,1
1,2
1,3
11,4
11,5
11,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
14,21
14,22
14,23
