ID,name
23,Bitmoji
1,Messenger
6,Oculus Medium
5,Oculus Rift CV1Oculus GoOculus Rift SOculus Quest
3,Portal
4,Samsung Gear VR
7,Search engine
21,Snapchat
8,Social networking
22,Spectacles
2,Watch
14,antivirus software
15,artificial intelligence
12,e-commerce
18,film production
9,instant messaging
10,mass media
16,music
20,online services
17,payment system
19,video games
13,web browser
11,web portals
